INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT
1650	拦路水鬼	0	26	172	0	10	0	20	20	20	1	10	-1	0	53	59	53	59	1740	100	0	0	90	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	515	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1651	拦路水鬼	0	27	179	0	10	0	20	20	20	1	10	-1	0	53	59	53	59	1800	100	0	0	90	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	515	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1655	纵火水鬼	0	28	186	0	10	0	21	20	20	1	10	-1	0	56	62	56	62	1860	100	0	0	96	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	516	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1656	纵火水鬼	0	29	193	0	10	0	21	20	20	1	10	-1	0	56	62	56	62	1900	100	0	0	96	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	516	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1660	水鬼刺客	0	30	200	0	10	0	22	20	20	1	10	-1	0	59	67	59	67	2254	100	0	0	102	16	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	539	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1661	水鬼刺客	0	31	207	0	10	0	22	20	20	1	10	-1	0	59	67	59	67	2323	100	0	0	102	16	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	539	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1665	凿船水鬼	0	28	186	0	10	0	23	20	20	1	10	-1	0	56	62	56	62	1860	100	0	0	96	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	546	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1666	凿船水鬼	0	29	193	0	10	0	23	20	20	1	10	-1	0	56	62	56	62	1900	100	0	0	96	15	6	3750	1250	0	0	0	0	0	0	0	0	0	-1	-1	546	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_10	1000	2000
1670	西北狼	0	31	207	0	10	0	24	20	20	1	10	-1	0	61	68	61	68	2323	100	0	0	102	17	6	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	170	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1671	西北狼	0	32	214	0	10	0	24	20	20	1	10	-1	0	61	68	61	68	2392	100	0	0	102	17	6	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	170	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1675	金钱豹	0	32	214	0	10	0	25	20	20	1	10	-1	0	62	70	62	70	2392	100	0	0	105	17	6	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	163	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1676	金钱豹	0	33	221	0	10	0	25	20	20	1	10	-1	0	62	70	62	70	2438	100	0	0	105	17	6	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	163	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1680	灰熊	0	33	221	0	10	0	26	20	20	1	10	-1	0	64	72	64	72	2438	100	0	0	108	18	6	5000	1600	0	0	0	0	0	0	0	0	0	-1	-1	518	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_8	1000	2000
1681	灰熊	0	34	228	0	10	0	26	20	20	1	10	-1	0	64	72	64	72	2507	100	0	0	108	18	6	5000	1600	0	0	0	0	0	0	0	0	0	-1	-1	518	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_8	1000	2000
1685	秦家寨探子	0	32	214	0	10	0	27	20	20	1	10	-1	0	62	70	62	70	2392	100	0	0	105	17	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1686	秦家寨探子	0	33	221	0	10	0	27	20	20	1	10	-1	0	62	70	62	70	2438	100	0	0	105	17	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	38	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1690	秦家寨喽啰	0	33	221	0	10	0	28	20	20	1	10	-1	0	64	72	64	72	2438	100	0	0	108	18	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1691	秦家寨喽啰	0	34	228	0	10	0	28	20	20	1	10	-1	0	64	72	64	72	2507	100	0	0	108	18	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1695	秦家寨亲兵	0	34	228	0	10	0	29	20	20	1	10	-1	0	65	74	65	74	2507	100	0	0	111	18	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	175	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1696	秦家寨亲兵	0	35	235	0	10	0	29	20	20	1	10	-1	0	66	75	66	75	2576	100	0	0	111	18	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	175	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1700	红枫蜘蛛	0	36	242	0	10	0	30	20	20	1	10	-1	0	70	78	70	78	2645	100	0	0	117	19	6	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	159	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1701	红枫蜘蛛	0	37	249	0	10	0	30	20	20	1	10	-1	0	70	78	70	78	2691	100	0	0	117	19	6	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	159	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1705	秦家寨教头	0	37	249	0	10	0	31	20	20	1	10	-1	0	71	80	71	80	2691	100	0	0	120	20	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	176	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1706	秦家寨教头	0	38	256	0	10	0	31	20	20	1	10	-1	0	71	80	71	80	2760	100	0	0	120	20	6	3750	1333	0	0	0	0	0	0	0	0	0	-1	-1	176	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1000	2000
1710	马匪探子	0	39	263	0	10	0	32	20	20	1	10	-1	0	74	84	74	84	2829	100	0	0	126	20	6	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	172	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1711	马匪探子	0	40	270	0	10	0	32	20	20	1	10	-1	0	74	85	74	85	3150	100	0	0	126	20	6	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	172	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1715	赤脚野人	0	41	277	0	10	0	33	20	20	1	10	-1	0	78	87	78	87	3200	100	0	0	129	21	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	500	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1716	赤脚野人	0	42	284	0	10	0	33	20	20	1	10	-1	0	78	87	78	87	3275	100	0	0	129	21	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	500	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1720	蓑衣野人	0	42	284	0	10	0	34	20	20	1	10	-1	0	79	89	79	89	3275	100	0	0	132	22	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	541	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1721	蓑衣野人	0	43	291	0	10	0	34	20	20	1	10	-1	0	79	89	79	89	3350	100	0	0	132	22	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	541	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1725	狼族探子	0	41	277	0	10	0	35	20	20	1	10	-1	0	78	87	78	87	3200	100	0	0	129	21	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	550	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1726	狼族探子	0	42	284	0	10	0	35	20	20	1	10	-1	0	78	87	78	87	3275	100	0	0	129	21	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	550	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1730	狼族荆棘使	0	44	298	0	10	0	36	20	20	1	10	-1	0	82	93	82	93	3425	100	0	0	138	23	7	2200	906	0	0	0	0	0	0	0	0	0	-1	-1	529	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1731	狼族荆棘使	0	45	305	0	10	0	36	20	20	1	10	-1	0	83	94	83	94	3500	100	0	0	138	23	7	2200	906	0	0	0	0	0	0	0	0	0	-1	-1	529	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1735	花斑豹	0	43	291	0	10	0	37	20	20	1	10	-1	0	81	90	81	90	3350	100	0	0	135	22	7	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	507	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1736	花斑豹	0	44	298	0	10	0	37	20	20	1	10	-1	0	81	90	81	90	3425	100	0	0	135	22	7	1950	1433	0	0	0	0	0	0	0	0	0	-1	-1	507	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_15	1000	2000
1740	狼族战士	0	43	291	0	10	0	38	20	20	1	10	-1	0	81	90	81	90	3350	100	0	0	135	22	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	553	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1741	狼族战士	0	44	298	0	10	0	38	20	20	1	10	-1	0	81	90	81	90	3425	100	0	0	135	22	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	553	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1745	狼族勇士	0	49	335	0	10	0	39	20	20	1	10	-1	0	91	102	91	102	3775	100	0	0	153	25	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	552	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1746	狼族勇士	0	50	343	0	10	0	39	20	20	1	10	-1	0	91	103	91	103	4284	100	0	0	153	25	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	552	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1750	狼族神汉	0	46	312	0	10	0	40	20	20	1	10	-1	0	86	97	86	97	3550	100	0	0	144	24	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	528	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1751	狼族神汉	0	47	319	0	10	0	40	20	20	1	10	-1	0	86	97	86	97	3625	100	0	0	144	24	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	528	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1755	狼族土司	0	48	327	0	10	0	41	20	20	1	10	-1	0	89	100	89	100	3700	100	0	0	150	24	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	551	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1756	狼族土司	0	49	335	0	10	0	41	20	20	1	10	-1	0	89	100	89	100	3775	100	0	0	150	24	7	3375	775	0	0	0	0	0	0	0	0	0	-1	-1	551	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_3	1000	2000
1760	深谷白猿	0	51	351	0	10	0	42	20	20	1	10	-1	0	95	106	95	106	4368	100	0	0	156	26	7	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	536	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1761	深谷白猿	0	52	359	0	10	0	42	20	20	1	10	-1	0	95	106	95	106	4452	100	0	0	156	26	7	2083	608	0	0	0	0	0	0	0	0	0	-1	-1	536	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_10	1000	2000
1765	白花蜘蛛	0	52	359	0	10	0	43	20	20	1	10	-1	0	96	108	96	108	4452	100	0	0	159	26	7	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	512	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1766	白花蜘蛛	0	53	367	0	10	0	43	20	20	1	10	-1	0	96	108	96	108	4536	100	0	0	159	26	7	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	512	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1770	山越战士	0	54	375	0	10	0	44	20	20	1	10	-1	0	99	112	99	112	4592	100	0	0	165	27	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	534	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1771	山越战士	0	55	383	0	10	0	44	20	20	1	10	-1	0	100	113	100	113	4676	100	0	0	165	27	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	534	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1775	山越盗匪	0	53	367	0	10	0	45	20	20	1	10	-1	0	98	110	98	110	4536	100	0	0	162	27	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	531	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1776	山越盗匪	0	54	375	0	10	0	45	20	20	1	10	-1	0	98	110	98	110	4592	100	0	0	162	27	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	531	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1780	树甲哨兵	0	52	359	0	10	0	46	20	20	1	10	-1	0	96	108	96	108	4452	100	0	0	159	26	7	2500	500	0	0	0	0	0	0	0	0	0	-1	-1	549	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_21	1000	2000
1781	树甲哨兵	0	53	367	0	10	0	46	20	20	1	10	-1	0	96	108	96	108	4536	100	0	0	159	26	7	2500	500	0	0	0	0	0	0	0	0	0	-1	-1	549	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_21	1000	2000
1785	红袍蜘蛛	0	53	367	0	10	0	47	20	20	1	10	-1	0	98	110	98	110	4536	100	0	0	162	27	7	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	511	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1786	红袍蜘蛛	0	54	375	0	10	0	47	20	20	1	10	-1	0	98	110	98	110	4592	100	0	0	162	27	7	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	511	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1790	丛林野人	0	56	391	0	10	0	48	20	20	1	10	-1	0	103	116	103	116	4760	100	0	0	171	28	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	501	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1791	丛林野人	0	57	399	0	10	0	48	20	20	1	10	-1	0	103	116	103	116	4844	100	0	0	171	28	7	4312	1406	0	0	0	0	0	0	0	0	0	-1	-1	501	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_7	1000	2000
1795	山越祭司	0	59	415	0	10	0	49	20	20	1	10	-1	0	107	121	107	121	4984	100	0	0	180	29	7	2200	906	0	0	0	0	0	0	0	0	0	-1	-1	533	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1796	山越祭司	0	60	423	0	10	0	49	20	20	1	10	-1	0	108	122	108	122	5430	100	0	0	180	29	7	2200	906	0	0	0	0	0	0	0	0	0	-1	-1	533	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1800	山越刀客	0	55	383	0	10	0	50	20	20	1	10	-1	0	101	114	101	114	4676	100	0	0	90	15	6	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	530	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1801	山越刀客	0	56	391	0	10	0	50	20	20	1	10	-1	0	101	114	101	114	4760	100	0	0	90	15	6	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	530	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1805	山越护法	0	58	407	0	10	0	51	20	20	1	10	-1	0	106	119	106	119	4900	100	0	0	177	29	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	532	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1806	山越护法	0	59	415	0	10	0	51	20	20	1	10	-1	0	106	119	106	119	4984	100	0	0	177	29	7	3500	1137	0	0	0	0	0	0	0	0	0	-1	-1	532	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_2	1000	2000
1810	草原狼	0	31	207	0	10	0	52	20	20	1	10	-1	0	61	68	61	68	2323	100	0	0	102	17	6	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	169	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1811	草原狼	0	32	214	0	10	0	52	20	20	1	10	-1	0	61	70	61	70	2392	100	0	0	102	17	6	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	169	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1815	弯刀马匪	0	64	455	0	10	0	53	20	20	1	10	-1	0	116	131	116	131	5760	100	0	0	192	32	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	178	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1816	弯刀马匪	0	65	463	0	10	0	53	20	20	1	10	-1	0	116	132	116	132	6435	100	0	0	192	32	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	178	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1820	蒙古黑蜂	0	61	431	0	10	0	54	20	20	1	10	-1	0	112	125	112	125	5520	100	0	0	183	30	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	166	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1821	蒙古黑蜂	0	62	439	0	10	0	54	20	20	1	10	-1	0	112	125	112	125	5580	100	0	0	183	30	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	166	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1825	闪电马匪	0	62	439	0	10	0	55	20	20	1	10	-1	0	113	128	113	128	5580	100	0	0	186	31	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	173	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1826	闪电马匪	0	63	447	0	10	0	55	20	20	1	10	-1	0	113	128	113	128	5670	100	0	0	186	31	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	173	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1830	白狼王	0	63	447	0	10	0	56	20	20	1	10	-1	0	115	129	115	129	5670	100	0	0	189	31	8	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	168	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1831	白狼王	0	64	455	0	10	0	56	20	20	1	10	-1	0	115	129	115	129	5760	100	0	0	189	31	8	1500	625	0	0	0	0	0	0	0	0	0	-1	-1	168	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_6	1000	2000
1835	追风马匪	0	63	447	0	10	0	57	20	20	1	10	-1	0	115	129	115	129	5670	100	0	0	189	31	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	174	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1836	追风马匪	0	64	455	0	10	0	57	20	20	1	10	-1	0	115	129	115	129	5760	100	0	0	189	31	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	174	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1840	大黑蜂	0	65	463	0	10	0	58	20	20	1	10	-1	0	118	133	118	133	6435	100	0	0	195	32	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	19	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1841	大黑蜂	0	66	471	0	10	0	58	20	20	1	10	-1	0	118	133	118	133	6501	100	0	0	195	32	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	19	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_12	1000	2000
1845	红衣马匪	0	66	471	0	10	0	59	20	20	1	10	-1	0	120	135	120	135	6501	100	0	0	198	33	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	171	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1846	红衣马匪	0	67	480	0	10	0	59	20	20	1	10	-1	0	120	135	120	135	6600	100	0	0	198	33	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	171	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1850	黑衣马匪	0	68	489	0	10	0	60	20	20	1	10	-1	0	123	138	123	138	6699	100	0	0	204	33	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	154	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1851	黑衣马匪	0	69	498	0	10	0	60	20	20	1	10	-1	0	123	138	123	138	6798	100	0	0	204	33	8	4375	1108	0	0	0	0	0	0	0	0	0	-1	-1	154	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_17	1000	2000
1855	轻甲莽盖	0	69	498	0	10	0	61	20	20	1	10	-1	0	124	140	124	140	6798	100	0	0	207	34	8	3562	935	0	0	0	0	0	0	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
1856	轻甲莽盖	0	70	507	0	10	0	61	20	20	1	10	-1	0	125	142	125	142	7315	100	0	0	207	34	8	3562	935	0	0	0	0	0	0	0	0	0	-1	-1	160	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_19	1000	2000
1860	棕熊	0	74	543	0	10	0	62	20	20	1	10	-1	0	133	150	133	150	7700	100	0	0	219	36	8	5000	1600	0	0	0	0	0	0	0	0	0	-1	-1	158	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_8	1000	2000
1861	棕熊	0	75	552	0	10	0	62	20	20	1	10	-1	0	133	151	133	151	8436	100	0	0	219	36	8	5000	1600	0	0	0	0	0	0	0	0	0	-1	-1	158	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_8	1000	2000
1865	狼蛛	0	73	534	0	10	0	63	20	20	1	10	-1	0	131	148	131	148	7595	100	0	0	216	36	8	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	510	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1866	狼蛛	0	74	543	0	10	0	63	20	20	1	10	-1	0	131	148	131	148	7700	100	0	0	216	36	8	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	510	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1870	花岗石狮	0	71	516	0	10	0	64	20	20	1	10	-1	0	128	144	128	144	7385	100	0	0	210	35	8	1950	933	0	0	0	0	0	0	0	0	0	-1	-1	43	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_20	1000	2000
1871	花岗石狮	0	72	525	0	10	0	64	20	20	1	10	-1	0	128	144	128	144	7490	100	0	0	210	35	8	1950	933	0	0	0	0	0	0	0	0	0	-1	-1	43	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_20	1000	2000
1875	花岗石人	0	74	543	0	10	0	65	20	20	1	10	-1	0	133	150	133	150	7700	100	0	0	219	36	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	513	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1876	花岗石人	0	75	552	0	10	0	65	20	20	1	10	-1	0	133	151	133	151	8436	100	0	0	219	36	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	513	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1880	页岩石人	0	72	525	0	10	0	66	20	20	1	10	-1	0	130	146	130	146	7490	100	0	0	213	35	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	543	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1881	页岩石人	0	73	534	0	10	0	66	20	20	1	10	-1	0	130	146	130	146	7595	100	0	0	213	35	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	543	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1885	石人偃师	0	76	561	0	10	0	67	20	20	1	10	-1	0	137	154	137	154	8550	100	0	0	225	37	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
1886	石人偃师	0	77	570	0	10	0	67	20	20	1	10	-1	0	137	154	137	154	8664	100	0	0	225	37	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
1890	毒狼蛛	0	75	552	0	10	0	68	20	20	1	10	-1	0	135	153	135	153	8436	100	0	0	222	37	8	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	502	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1891	毒狼蛛	0	76	561	0	10	0	68	20	20	1	10	-1	0	135	153	135	153	8550	100	0	0	222	37	8	4000	3012	0	0	0	0	0	0	0	0	0	-1	-1	502	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_4	1000	2000
1895	云母石人	0	78	580	0	10	0	69	20	20	1	10	-1	0	140	157	140	157	8778	100	0	0	231	38	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	554	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1896	云母石人	0	79	590	0	10	0	69	20	20	1	10	-1	0	140	157	140	157	8854	100	0	0	231	38	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	554	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_5	1000	2000
1900	大偃师	0	79	590	0	10	0	70	20	20	1	10	-1	0	141	160	141	160	8854	100	0	0	234	38	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
1901	大偃师	0	80	600	0	10	0	70	20	20	1	10	-1	0	142	161	142	161	9440	100	0	0	234	38	8	3500	1000	0	0	0	0	0	0	0	0	0	-1	-1	60	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_18	1000	2000
