INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	STRING
726	10802	七星落长空	2	2	0	45000	-1	-1	消耗mp	4	25	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	459	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：23点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高2%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：23点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高2%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
727	10803	七星落长空	3	3	0	45000	-1	-1	消耗mp	4	28	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	460	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：33点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高4%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：33点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高4%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
728	10804	七星落长空	4	4	0	45000	-1	-1	消耗mp	4	31	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	461	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：42点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高4%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：42点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高4%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
729	10805	七星落长空	5	5	0	45000	-1	-1	消耗mp	4	34	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	462	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：51点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高6%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：51点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高6%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
730	10806	七星落长空	6	6	0	45000	-1	-1	消耗mp	4	37	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	463	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：60点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高6%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：60点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高6%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
731	10807	七星落长空	7	7	0	45000	-1	-1	消耗mp	4	40	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	464	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：70点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高8%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：70点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高8%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
732	10808	七星落长空	8	8	0	45000	-1	-1	消耗mp	4	43	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	465	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：79点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高8%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：79点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高8%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
733	10809	七星落长空	9	9	0	45000	-1	-1	消耗mp	4	46	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	466	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：88点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高10%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：88点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高10%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
734	10810	七星落长空	10	10	0	45000	-1	-1	消耗mp	4	49	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	467	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：97点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高10%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：97点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高10%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
735	10811	七星落长空	11	11	0	45000	-1	-1	消耗mp	4	52	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	468	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：107点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高12%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：107点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高12%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
736	10812	七星落长空	12	12	0	45000	-1	-1	消耗mp	4	55	-1	血少于30%	1	30	-1	驱散原有状态	9	4	-1	-1			|生效一次的附加效果1	469	|引导周期的附加效果1	-1	|生效一次的附加效果2	484	|引导周期的附加效果2	-1																	消耗气：116点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高12%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用	消耗气：116点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，攻击速度提高30%，会心率提高12%，免疫恐惧、迟缓、冰封、睡眠，持续15秒；发动时刻解除各种控制#r#cFF6600血少于30%可使用，不能与其他狂暴状态同时作用
737	10901	神行百变	1	1	0	120000	-1	-1	消耗mp	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	470	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：56点#r瞬间释放#r冷却时间：2分钟#r增加自身移动速度50%，持续15秒	消耗气：56点#r瞬间释放     冷却时间：2分钟#r增加自身移动速度50%，持续15秒
749	11001	指鹿为马	1	1	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	471	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
750	11002	指鹿为马	2	2	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	472	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
751	11003	指鹿为马	3	3	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	473	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
752	11004	指鹿为马	4	4	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	474	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
753	11005	指鹿为马	5	5	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	475	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
754	11006	指鹿为马	6	6	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	476	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
755	11007	指鹿为马	7	7	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	477	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
756	11008	指鹿为马	8	8	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	478	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
757	11009	指鹿为马	9	9	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	479	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
758	11010	指鹿为马	10	10	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	480	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
759	11011	指鹿为马	11	11	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	481	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
760	11012	指鹿为马	12	12	0	120000	-1	-1	消耗HP	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	482	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗血：10%#r瞬间释放#r冷却时间：2分钟#r解除自身1个不良状态	消耗血：10%#r瞬间释放     冷却时间：2分钟#r解除自身1个不良状态
761	11101	偷梁换柱	1	1	0	300000	-1	-1	消耗MP	4	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	483	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：56点#r瞬间释放#r冷却时间：5分钟#r解除所有技能冷却	消耗气：56点#r瞬间释放     冷却时间：5分钟#r解除所有技能冷却
773	11201	迁怒于人	1	1	50	300000	-1	-1	消耗MP	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			专项效果数据索引(标准效果索引)	485																							消耗所有怒气#r瞬间释放#r冷却时间：5分钟#r将自己全部怒气平分给周围队友	消耗所有怒气#r瞬间释放     冷却时间：5分钟#r将自己全部怒气平分给周围队友
785	11301	怒发冲冠	1	1	0	45000	-1	-1	消耗MP	4	20	-1	驱散原有状态	9	4	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	486	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：11点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，牺牲自身所有抗性20点，以更有效的获得怒气#r#cFF6600与五星连珠共同冷却时间，且不能与其他狂暴状态同时作用	消耗气：11点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，牺牲自身所有抗性20点，以更有效的获得怒气#r#cFF6600与五星连珠共同冷却时间，且不能与其他狂暴状态同时作用
786	11302	怒发冲冠	2	2	0	45000	-1	-1	消耗MP	4	23	-1	驱散原有状态	9	4	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	487	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																	消耗气：19点#r瞬间释放#r冷却时间：45秒#r进入狂暴状态，牺牲自身所有抗性19点，以更有效的获得怒气#r#cFF6600与五星连珠共同冷却时间，且不能与其他狂暴状态同时作用	消耗气：19点#r瞬间释放     冷却时间：45秒#r进入狂暴状态，牺牲自身所有抗性19点，以更有效的获得怒气#r#cFF6600与五星连珠共同冷却时间，且不能与其他狂暴状态同时作用
