INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1396	饮鸩止渴(加强伤害)	19	STD_IMPACT_019	1	130	130	100	1	0	0	1	0	0	0	0	0	0	15000	0	0	0	0	0	0	激活次数，-1是无限次	1	目标效果集合ID	18	威力修正率	77	持续时间修正率	-1																									加强下一次伤害
1397	饮鸩止渴(加强伤害)	19	STD_IMPACT_019	1	130	130	110	1	0	0	1	0	0	0	0	0	0	15000	0	0	0	0	0	0	激活次数，-1是无限次	1	目标效果集合ID	18	威力修正率	80	持续时间修正率	-1																									加强下一次伤害
1398	饮鸩止渴(加强伤害)	19	STD_IMPACT_019	1	130	130	120	1	0	0	1	0	0	0	0	0	0	15000	0	0	0	0	0	0	激活次数，-1是无限次	1	目标效果集合ID	18	威力修正率	83	持续时间修正率	-1																									加强下一次伤害
1399	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	10	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-40	物理防御修正	0	魔法攻击修正	-40	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1400	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	20	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-50	物理防御修正	0	魔法攻击修正	-50	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1401	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	30	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-60	物理防御修正	0	魔法攻击修正	-60	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1402	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	40	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-70	物理防御修正	0	魔法攻击修正	-70	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1403	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	50	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-80	物理防御修正	0	魔法攻击修正	-80	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1404	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	60	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-90	物理防御修正	0	魔法攻击修正	-90	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1405	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	70	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-100	物理防御修正	0	魔法攻击修正	-100	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1406	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	80	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-110	物理防御修正	0	魔法攻击修正	-110	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1407	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	90	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-120	物理防御修正	0	魔法攻击修正	-120	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1408	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	100	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-130	物理防御修正	0	魔法攻击修正	-130	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1409	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	110	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-140	物理防御修正	0	魔法攻击修正	-140	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1410	拖泥带水(减外内攻)	11	STD_IMPACT_011	1	131	131	120	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	-150	物理防御修正	0	魔法攻击修正	-150	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	0	火系攻击修正	0	火系抗性修正	0	电系攻击修正	0	电系抗性修正	0	毒系攻击修正	0	毒系抗性修正	0	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减攻
1411	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	10	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-10	火系攻击修正	0	火系抗性修正	-10	电系攻击修正	0	电系抗性修正	-10	毒系攻击修正	0	毒系抗性修正	-10	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1412	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	20	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-12	火系攻击修正	0	火系抗性修正	-12	电系攻击修正	0	电系抗性修正	-12	毒系攻击修正	0	毒系抗性修正	-12	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1413	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	30	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-14	火系攻击修正	0	火系抗性修正	-14	电系攻击修正	0	电系抗性修正	-14	毒系攻击修正	0	毒系抗性修正	-14	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1414	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	40	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-16	火系攻击修正	0	火系抗性修正	-16	电系攻击修正	0	电系抗性修正	-16	毒系攻击修正	0	毒系抗性修正	-16	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1415	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	50	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-18	火系攻击修正	0	火系抗性修正	-18	电系攻击修正	0	电系抗性修正	-18	毒系攻击修正	0	毒系抗性修正	-18	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1416	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	60	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-20	火系攻击修正	0	火系抗性修正	-20	电系攻击修正	0	电系抗性修正	-20	毒系攻击修正	0	毒系抗性修正	-20	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1417	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	70	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-22	火系攻击修正	0	火系抗性修正	-22	电系攻击修正	0	电系抗性修正	-22	毒系攻击修正	0	毒系抗性修正	-22	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1418	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	80	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-24	火系攻击修正	0	火系抗性修正	-24	电系攻击修正	0	电系抗性修正	-24	毒系攻击修正	0	毒系抗性修正	-24	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1419	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	90	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-26	火系攻击修正	0	火系抗性修正	-26	电系攻击修正	0	电系抗性修正	-26	毒系攻击修正	0	毒系抗性修正	-26	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1420	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	100	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-28	火系攻击修正	0	火系抗性修正	-28	电系攻击修正	0	电系抗性修正	-28	毒系攻击修正	0	毒系抗性修正	-28	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1421	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	110	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-30	火系攻击修正	0	火系抗性修正	-30	电系攻击修正	0	电系抗性修正	-30	毒系攻击修正	0	毒系抗性修正	-30	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1422	焦头烂额(减四抗)	11	STD_IMPACT_011	1	132	132	120	-1	0	1	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	物理攻击修正	0	物理防御修正	0	魔法攻击修正	0	魔法防御修正	0	冰系攻击修正	0	冰系抗性修正	-32	火系攻击修正	0	火系抗性修正	-32	电系攻击修正	0	电系抗性修正	-32	毒系攻击修正	0	毒系抗性修正	-32	MAX_HP修正	0	MAX_MP修正	0	MAX_RAGE修正	0	MAX_STRIKE_POINT修正	0	减四防
1423	移花接木	10	StdImpact010	1	134	134	10	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1435	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1424	移花接木	10	StdImpact010	1	134	134	20	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1436	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1425	移花接木	10	StdImpact010	1	134	134	30	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1437	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1426	移花接木	10	StdImpact010	1	134	134	40	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1438	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1427	移花接木	10	StdImpact010	1	134	134	50	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1439	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1428	移花接木	10	StdImpact010	1	134	134	60	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1440	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1429	移花接木	10	StdImpact010	1	134	134	70	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1441	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1430	移花接木	10	StdImpact010	1	134	134	80	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1442	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1431	移花接木	10	StdImpact010	1	134	134	90	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1443	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1432	移花接木	10	StdImpact010	1	134	134	100	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1444	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1433	移花接木	10	StdImpact010	1	134	134	110	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1445	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1434	移花接木	10	StdImpact010	1	134	134	120	-1	0	0	0	1	0	0	0	0	0	12000	2000	1	0	0	0	0	子效果1的DataIndex	1446	子效果2的DataIndex	-1	子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果8的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1	移花接木
1435	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	60																															HPDOT1减血
1436	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	75																															HPDOT1减血
1437	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	90																															HPDOT1减血
1438	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	105																															HPDOT1减血
1439	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	120																															HPDOT1减血
1440	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	135																															HPDOT1减血
1441	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	150																															HPDOT1减血
1442	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	165																															HPDOT1减血
1443	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	180																															HPDOT1减血
1444	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	195																															HPDOT1减血
1445	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	210																															HPDOT1减血
1446	移花接木减血	1	STD_IMPACT_001	0	6	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	伤害数值	225																															HPDOT1减血
1447	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	18	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1448	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	25	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1449	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	32	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1450	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	41	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1451	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	50	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1452	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	61	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1453	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	72	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1454	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	84	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1455	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	97	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
1456	移花接木(吸血)	4	STD_IMPACT_004	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	111	MP修改量	0	Rage修改量	0	StrikePoint修改量	0																									吸血
